Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,DayName
79,5,2015-01-02,6643,1114,1,0,0,0,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,2,1,1,Friday
80,5,2015-01-02,10658,1088,1,1,0,0,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
81,5,2015-01-02,8505,863,1,0,0,0,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,2,1,1,Friday
82,5,2015-01-02,7308,719,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
83,5,2015-01-02,4776,758,1,0,0,0,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
84,5,2015-01-02,6511,611,1,0,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
85,5,2015-01-02,12272,1074,1,1,0,0,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,2,1,1,Friday
86,5,2015-01-02,12217,1186,1,1,0,1,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
87,5,2015-01-02,2050,309,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
88,5,2015-01-02,4323,453,1,1,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,2,1,1,Friday
89,5,2015-01-02,6805,501,1,1,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,1,2,1,1,Friday
90,5,2015-01-02,6930,986,1,0,0,0,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
91,5,2015-01-02,5504,731,1,0,0,0,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
92,5,2015-01-02,8541,889,1,0,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,2,1,1,Friday
93,5,2015-01-02,9917,896,1,1,0,0,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
94,5,2015-01-02,4697,579,1,1,0,0,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
95,5,2015-01-02,5534,920,1,0,0,1,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,2,1,1,Friday
96,5,2015-01-02,4546,652,1,0,0,0,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,2,1,1,Friday
97,5,2015-01-02,4858,816,1,0,0,1,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
98,5,2015-01-02,9210,1111,1,1,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,2,1,1,Friday
99,5,2015-01-02,8331,913,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
100,5,2015-01-02,8687,741,1,0,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,2,1,1,Friday
1,6,2015-01-03,5479,610,1,0,0,0,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
2,6,2015-01-03,2413,311,1,0,0,1,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
3,6,2015-01-03,0,0,0,0,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
4,6,2015-01-03,6010,926,1,0,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
5,6,2015-01-03,6803,620,1,0,0,0,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
6,6,2015-01-03,7858,755,1,0,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
7,6,2015-01-03,8075,799,1,0,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
8,6,2015-01-03,8217,1048,1,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
9,6,2015-01-03,5599,748,1,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
10,6,2015-01-03,6771,765,1,0,0,1,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
11,6,2015-01-03,6786,615,1,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
12,6,2015-01-03,10564,977,1,0,0,0,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
13,6,2015-01-03,8172,761,1,0,0,0,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
14,6,2015-01-03,5667,698,1,0,0,1,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
15,6,2015-01-03,5979,505,1,0,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
16,6,2015-01-03,6128,552,1,0,0,0,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
17,6,2015-01-03,6649,635,1,0,0,0,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
18,6,2015-01-03,3185,324,1,0,0,1,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
19,6,2015-01-03,5861,836,1,0,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
20,6,2015-01-03,8492,907,1,0,0,1,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
21,6,2015-01-03,12435,1127,1,0,0,0,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
22,6,2015-01-03,2825,359,1,0,0,0,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
23,6,2015-01-03,7405,1077,1,0,0,0,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
24,6,2015-01-03,0,0,0,0,0,0,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
25,6,2015-01-03,2524,382,1,0,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
26,6,2015-01-03,7866,1182,1,0,0,0,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
27,6,2015-01-03,6386,914,1,0,0,0,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
28,6,2015-01-03,10923,1119,1,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
29,6,2015-01-03,7537,927,1,0,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
30,6,2015-01-03,3374,391,1,0,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
31,6,2015-01-03,5756,809,1,0,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
32,6,2015-01-03,8262,890,1,0,0,0,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
33,6,2015-01-03,2767,364,1,0,0,0,d,c,1500.0,9.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
34,6,2015-01-03,3771,637,1,0,0,1,d,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
35,6,2015-01-03,9689,999,1,0,0,0,a,c,120.0,5.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
36,6,2015-01-03,6915,1093,1,0,0,0,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
37,6,2015-01-03,11232,1043,1,0,0,0,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
38,6,2015-01-03,3748,320,1,0,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
39,6,2015-01-03,8046,692,1,0,0,0,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
40,6,2015-01-03,3568,309,1,0,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
41,6,2015-01-03,10353,1058,1,0,0,1,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
42,6,2015-01-03,10235,1154,1,0,0,0,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
43,6,2015-01-03,3829,386,1,0,0,1,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
44,6,2015-01-03,4082,684,1,0,0,0,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
45,6,2015-01-03,4601,447,1,0,0,0,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
46,6,2015-01-03,7743,735,1,0,0,1,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
47,6,2015-01-03,4549,741,1,0,0,0,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
48,6,2015-01-03,2462,437,1,0,0,0,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
49,6,2015-01-03,9943,947,1,0,0,1,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
50,6,2015-01-03,6157,860,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
51,6,2015-01-03,5828,677,1,0,0,0,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
52,6,2015-01-03,8162,951,1,0,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
53,6,2015-01-03,5775,650,1,0,0,0,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
54,6,2015-01-03,6730,1082,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
55,6,2015-01-03,10219,1126,1,0,0,0,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
56,6,2015-01-03,10131,1024,1,0,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
57,6,2015-01-03,4548,421,1,0,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
58,6,2015-01-03,7986,829,1,0,0,0,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
59,6,2015-01-03,5663,537,1,0,0,0,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
60,6,2015-01-03,11436,961,1,0,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
61,6,2015-01-03,6794,1069,1,0,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
62,6,2015-01-03,6696,762,1,0,0,1,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
63,6,2015-01-03,6722,720,1,0,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
64,6,2015-01-03,3212,322,1,0,0,0,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
65,6,2015-01-03,3453,528,1,0,0,1,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
66,6,2015-01-03,12010,1175,1,0,0,1,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
67,6,2015-01-03,12102,1131,1,0,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
68,6,2015-01-03,5711,601,1,0,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
69,6,2015-01-03,6298,692,1,0,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
70,6,2015-01-03,3218,311,1,0,0,1,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
71,6,2015-01-03,2432,319,1,0,0,0,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
72,6,2015-01-03,6107,510,1,0,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
73,6,2015-01-03,5771,835,1,0,0,0,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
74,6,2015-01-03,6459,1170,1,0,0,0,a,a,500.0,7.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
75,6,2015-01-03,2588,319,1,0,0,0,c,c,3000.0,11.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
76,6,2015-01-03,6343,1027,1,0,0,0,a,a,120.0,0.0,2014.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
77,6,2015-01-03,9225,1065,1,0,0,0,d,c,1500.0,11.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
78,6,2015-01-03,2726,359,1,0,0,0,d,c,500.0,3.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
79,6,2015-01-03,4222,408,1,0,0,0,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,3,1,1,Saturday
80,6,2015-01-03,8908,1003,1,0,0,0,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
81,6,2015-01-03,3389,482,1,0,0,0,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
82,6,2015-01-03,11132,1062,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
83,6,2015-01-03,6750,700,1,0,0,0,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
84,6,2015-01-03,12049,1009,1,0,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
85,6,2015-01-03,4766,699,1,0,0,0,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,3,1,1,Saturday
86,6,2015-01-03,5193,918,1,0,0,0,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
87,6,2015-01-03,12450,1176,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
88,6,2015-01-03,9655,880,1,0,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
89,6,2015-01-03,8665,1003,1,0,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
90,6,2015-01-03,5183,594,1,0,0,0,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
91,6,2015-01-03,7238,1108,1,0,0,0,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
92,6,2015-01-03,8744,895,1,0,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
93,6,2015-01-03,6725,917,1,0,0,0,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
94,6,2015-01-03,4052,569,1,0,0,0,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
95,6,2015-01-03,10843,1028,1,0,0,0,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
96,6,2015-01-03,5422,918,1,0,0,1,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
97,6,2015-01-03,8082,989,1,0,0,0,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
98,6,2015-01-03,9530,971,1,0,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,3,1,1,Saturday
99,6,2015-01-03,7888,725,1,0,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
100,6,2015-01-03,7274,613,1,0,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,3,1,1,Saturday
1,7,2015-01-04,0,0,0,0,0,0,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
2,7,2015-01-04,0,0,0,0,0,0,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
3,7,2015-01-04,0,0,0,0,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
4,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
5,7,2015-01-04,0,0,0,0,0,1,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
6,7,2015-01-04,0,0,0,0,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
7,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
8,7,2015-01-04,0,0,0,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
9,7,2015-01-04,0,0,0,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
10,7,2015-01-04,0,0,0,0,0,0,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
11,7,2015-01-04,0,0,0,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
12,7,2015-01-04,0,0,0,0,0,1,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
13,7,2015-01-04,0,0,0,0,0,0,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
14,7,2015-01-04,0,0,0,0,0,0,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
15,7,2015-01-04,0,0,0,0,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
16,7,2015-01-04,0,0,0,0,0,1,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
17,7,2015-01-04,0,0,0,0,0,0,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
18,7,2015-01-04,0,0,0,0,0,0,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
19,7,2015-01-04,0,0,0,0,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
20,7,2015-01-04,0,0,0,0,0,0,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
21,7,2015-01-04,0,0,0,0,0,0,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
22,7,2015-01-04,0,0,0,0,0,0,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
23,7,2015-01-04,0,0,0,0,0,0,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
24,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
25,7,2015-01-04,0,0,0,0,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
26,7,2015-01-04,0,0,0,0,0,1,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
27,7,2015-01-04,0,0,0,0,0,0,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
28,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
29,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
30,7,2015-01-04,0,0,0,0,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,1,4,1,1,Sunday
31,7,2015-01-04,0,0,0,0,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
32,7,2015-01-04,0,0,0,0,0,0,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
33,7,2015-01-04,0,0,0,0,0,0,d,c,1500.0,9.0,2008.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
34,7,2015-01-04,0,0,0,0,0,1,d,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
35,7,2015-01-04,0,0,0,0,0,0,a,c,120.0,5.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
36,7,2015-01-04,0,0,0,0,0,0,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,1,4,1,1,Sunday
37,7,2015-01-04,0,0,0,0,0,0,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
38,7,2015-01-04,0,0,0,0,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
39,7,2015-01-04,0,0,0,0,0,0,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
40,7,2015-01-04,0,0,0,0,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
41,7,2015-01-04,0,0,0,0,0,0,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
42,7,2015-01-04,0,0,0,0,0,0,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
43,7,2015-01-04,0,0,0,0,0,0,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
44,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
45,7,2015-01-04,0,0,0,0,0,1,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,1,4,1,1,Sunday
46,7,2015-01-04,0,0,0,0,0,1,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
47,7,2015-01-04,0,0,0,0,0,1,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,4,1,1,Sunday
48,7,2015-01-04,0,0,0,0,0,0,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
49,7,2015-01-04,0,0,0,0,0,0,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
50,7,2015-01-04,0,0,0,0,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
51,7,2015-01-04,0,0,0,0,0,0,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
52,7,2015-01-04,0,0,0,0,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
53,7,2015-01-04,0,0,0,0,0,0,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,1,4,1,1,Sunday
54,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
55,7,2015-01-04,0,0,0,0,0,1,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,1,4,1,1,Sunday
56,7,2015-01-04,0,0,0,0,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,1,4,1,1,Sunday
57,7,2015-01-04,0,0,0,0,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
58,7,2015-01-04,0,0,0,0,0,0,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,4,1,1,Sunday
